,temperatura,temperatura_max,temperatura_min,precipitacion,humedad_relativa,presion_atmosferica,velocidad_viento,direccion_viento,nubosidad,radiacion_solar,punto_rocio,grados_dia,confort_termico
2025-09-15 07:32:34.105103,17.12,24.37,11.82,0.0,70.43,991.88,4.55,1.54,47.09,322.28,11.2,7.12,0
2025-09-15 08:32:34.105103,23.19,28.67,15.98,0.0,75.55,991.5,2.82,296.47,35.22,379.29,18.3,13.19,0
2025-09-15 09:32:34.105103,15.68,21.08,9.03,0.0,86.1,989.4,6.17,292.15,45.32,471.75,12.9,5.68,0
2025-09-15 10:32:34.105103,15.56,21.53,8.68,0.0,82.33,990.38,4.24,215.82,29.89,646.78,12.03,5.56,0
2025-09-15 11:32:34.105103,13.75,20.88,7.47,0.0,90.28,992.96,7.11,229.36,53.0,370.69,11.81,3.75,0
2025-09-15 12:32:34.105103,11.6,16.33,7.71,0.0,76.32,985.22,8.01,203.89,30.59,663.22,6.86,1.6,0
2025-09-15 13:32:34.105103,8.11,14.5,2.38,0.0,87.21,988.17,3.95,320.77,41.38,469.49,5.55,0.0,0
2025-09-15 14:32:34.105103,8.81,14.64,0.89,0.0,85.11,986.9,4.9,319.33,28.22,535.63,5.83,0.0,0
2025-09-15 15:32:34.105103,4.5,8.84,-3.18,0.0,98.85,990.35,4.71,143.9,34.46,452.91,4.27,0.0,0
2025-09-15 16:32:34.105103,4.62,12.02,1.41,0.0,89.82,992.91,8.75,235.18,46.79,450.5,2.59,0.0,0
2025-09-15 17:32:34.105103,3.53,10.51,-0.3,0.0,100.0,987.42,3.32,304.56,40.56,338.22,3.53,0.0,0
2025-09-15 18:32:34.105103,4.46,10.75,0.8,0.0,100.0,982.04,2.72,222.75,36.46,396.19,4.46,0.0,0
2025-09-15 19:32:34.105103,9.13,16.38,2.5,0.0,91.79,987.98,4.24,258.94,34.46,291.22,7.48,0.0,0
2025-09-15 20:32:34.105103,1.36,8.7,-5.73,0.0,100.0,991.96,3.26,294.21,51.99,169.03,1.36,0.0,0
2025-09-15 21:32:34.105103,7.42,13.96,3.35,0.0,85.93,990.83,4.32,348.59,31.67,260.69,4.61,0.0,0
2025-09-15 22:32:34.105103,4.07,11.25,-1.46,0.0,91.67,990.5,8.43,233.49,39.66,105.94,2.4,0.0,0
2025-09-15 23:32:34.105103,7.8,14.28,0.59,0.0,96.55,988.38,5.23,214.82,43.43,38.83,7.11,0.0,0
2025-09-16 00:32:34.105103,12.43,18.84,5.77,0.0,87.25,985.33,5.44,268.76,19.45,56.64,9.88,2.43,0
2025-09-16 01:32:34.105103,11.94,18.03,6.23,0.0,83.9,990.72,4.17,315.59,22.24,161.07,8.72,1.94,0
2025-09-16 02:32:34.105103,11.1,17.86,5.15,0.0,83.26,986.67,3.56,245.93,39.99,156.48,7.75,1.1,0
2025-09-16 03:32:34.105103,13.07,16.86,7.53,0.0,72.27,995.72,4.71,242.37,23.76,200.66,7.52,3.07,0
2025-09-16 04:32:34.105103,16.81,24.22,12.32,0.0,71.43,990.88,3.5,283.8,41.28,209.34,11.1,6.81,0
2025-09-16 05:32:34.105103,14.59,21.95,8.77,0.0,89.67,987.43,5.49,1.21,49.5,249.92,12.53,4.59,0
2025-09-16 06:32:34.105103,16.69,19.84,10.24,0.0,70.56,987.34,3.07,352.66,37.47,369.75,10.8,6.69,0
2025-09-16 07:32:34.105103,16.14,23.27,8.78,0.0,78.73,988.89,3.31,294.43,52.56,251.67,11.89,6.14,0
2025-09-16 08:32:34.105103,14.15,17.79,7.97,0.0,85.81,988.45,4.05,249.61,37.08,472.1,11.31,4.15,0
2025-09-16 09:32:34.105103,18.79,23.46,11.98,2.79,82.54,992.52,3.7,196.47,82.76,131.69,15.3,8.79,0
2025-09-16 10:32:34.105103,14.52,21.24,10.72,0.0,81.14,989.73,4.9,290.88,29.72,457.26,10.75,4.52,0
2025-09-16 11:32:34.105103,7.76,11.56,2.45,0.0,95.05,986.98,13.74,299.5,67.05,214.91,6.77,0.0,0
2025-09-16 12:32:34.105103,10.63,17.72,7.58,0.0,86.12,994.84,7.51,194.3,57.9,311.63,7.85,0.63,0
2025-09-16 13:32:34.105103,7.38,14.54,3.15,0.0,100.0,989.32,6.68,233.4,45.12,431.65,7.38,0.0,0
2025-09-16 14:32:34.105103,8.96,14.5,2.33,0.0,80.21,991.48,2.55,234.76,38.97,566.04,5.0,0.0,0
2025-09-16 15:32:34.105103,4.43,7.46,-3.53,0.0,100.0,987.35,5.91,172.47,58.59,317.95,4.43,0.0,0
2025-09-16 16:32:34.105103,4.83,9.27,1.33,0.37,100.0,990.26,5.98,219.68,83.53,72.08,4.83,0.0,0
2025-09-16 17:32:34.105103,5.47,11.56,0.46,0.0,97.65,990.1,5.56,272.47,37.26,409.23,5.0,0.0,0
2025-09-16 18:32:34.105103,5.99,13.89,-1.01,0.0,95.22,983.5,3.35,258.92,51.35,257.59,5.03,0.0,0
2025-09-16 19:32:34.105103,2.06,8.22,-1.96,0.0,95.24,995.22,4.94,267.62,43.41,291.85,1.11,0.0,0
2025-09-16 20:32:34.105103,4.39,8.69,-1.38,0.0,96.56,993.04,5.43,200.46,45.11,248.59,3.7,0.0,0
2025-09-16 21:32:34.105103,5.06,11.23,-1.6,0.0,85.11,987.98,3.86,281.74,29.21,277.17,2.09,0.0,0
2025-09-16 22:32:34.105103,5.95,11.65,-0.13,0.0,96.09,985.86,5.69,287.45,25.87,152.28,5.17,0.0,0
2025-09-16 23:32:34.105103,12.23,19.13,8.29,0.0,85.14,990.21,6.35,269.51,39.93,144.67,9.26,2.23,0
2025-09-17 00:32:34.105103,11.03,14.57,6.26,0.0,88.64,989.39,4.26,304.71,48.37,45.4,8.76,1.03,0
2025-09-17 01:32:34.105103,9.25,16.06,2.34,0.0,93.41,990.2,3.09,236.92,39.45,27.86,7.94,0.0,0
2025-09-17 02:32:34.105103,15.06,20.77,9.29,0.0,81.25,989.7,2.53,202.58,49.99,214.04,11.31,5.06,0
2025-09-17 03:32:34.105103,18.71,26.52,15.68,0.0,74.68,990.65,4.12,216.58,25.3,245.05,13.65,8.71,0
2025-09-17 04:32:34.105103,17.48,22.19,10.68,0.0,71.37,993.47,3.14,182.91,20.14,277.7,11.76,7.48,0
2025-09-17 05:32:34.105103,12.98,19.14,9.8,0.0,78.97,990.83,3.84,266.76,33.81,404.99,8.77,2.98,0
2025-09-17 06:32:34.105103,15.25,22.91,8.53,0.0,85.05,985.98,5.39,348.36,36.7,461.97,12.26,5.25,0
2025-09-17 07:32:34.105103,18.55,22.06,14.54,0.0,81.35,993.22,5.4,335.56,43.38,357.73,14.82,8.55,0
2025-09-17 08:32:34.105103,14.0,21.69,6.21,0.0,79.8,994.05,3.82,357.06,27.15,479.52,9.96,4.0,0
2025-09-17 09:32:34.105103,15.35,21.79,10.51,0.0,79.2,998.58,3.32,215.91,48.28,373.64,11.19,5.35,0
2025-09-17 10:32:34.105103,14.77,18.11,10.14,0.0,75.32,985.76,4.09,310.38,52.33,404.11,9.84,4.77,0
2025-09-17 11:32:34.105103,9.92,14.43,6.18,0.0,92.98,989.86,8.15,219.2,41.1,531.07,8.52,0.0,0
2025-09-17 12:32:34.105103,10.1,16.64,5.58,0.0,90.17,982.88,2.43,269.15,52.58,407.86,8.14,0.1,0
2025-09-17 13:32:34.105103,2.19,5.52,-5.2,1.41,100.0,990.79,3.85,224.34,74.44,207.86,2.19,0.0,0
2025-09-17 14:32:34.105103,5.17,11.09,-2.81,0.0,89.85,987.48,2.97,291.22,50.68,456.05,3.14,0.0,0
2025-09-17 15:32:34.105103,5.48,10.2,0.63,0.0,91.9,994.9,6.74,359.25,51.42,343.41,3.85,0.0,0
2025-09-17 16:32:34.105103,2.53,8.64,-2.71,0.0,99.36,986.8,5.36,219.2,53.31,374.99,2.4,0.0,0
2025-09-17 17:32:34.105103,7.69,10.92,1.08,0.0,93.69,984.06,4.78,231.55,41.69,355.67,6.43,0.0,0
2025-09-17 18:32:34.105103,1.36,8.72,-6.07,0.0,98.88,987.72,3.22,353.67,14.9,502.97,1.14,0.0,0
2025-09-17 19:32:34.105103,3.55,11.41,-2.42,0.0,92.31,983.2,2.96,221.01,34.74,312.15,2.01,0.0,0
2025-09-17 20:32:34.105103,5.29,13.13,0.33,0.0,98.47,991.38,5.36,275.37,37.98,245.3,4.98,0.0,0
2025-09-17 21:32:34.105103,8.86,15.61,3.8,0.0,92.31,982.93,4.44,19.29,31.37,191.23,7.33,0.0,0
2025-09-17 22:32:34.105103,4.35,8.0,-2.13,0.0,90.89,989.21,3.26,300.91,41.67,188.02,2.53,0.0,0
2025-09-17 23:32:34.105103,11.0,17.79,7.98,0.0,92.28,982.9,4.49,274.76,36.95,29.19,9.45,1.0,0
2025-09-18 00:32:34.105103,10.21,13.34,4.11,0.0,92.53,988.13,4.12,304.68,33.02,0.0,8.72,0.21,0
2025-09-18 01:32:34.105103,9.78,12.89,5.0,0.0,88.0,994.02,6.96,251.75,28.41,180.8,7.38,0.0,0
2025-09-18 02:32:34.105103,14.12,18.73,7.15,0.0,81.22,990.17,5.6,239.76,28.46,197.03,10.36,4.12,0
2025-09-18 03:32:34.105103,14.83,20.28,11.37,0.0,82.52,986.5,4.23,277.61,47.48,41.55,11.34,4.83,0
2025-09-18 04:32:34.105103,14.19,21.04,8.25,0.0,76.41,989.0,4.95,171.21,26.59,265.36,9.47,4.19,0
2025-09-18 05:32:34.105103,16.13,22.54,10.72,0.0,77.96,989.14,5.4,261.36,28.83,256.0,11.72,6.13,0
2025-09-18 06:32:34.105103,15.42,20.65,9.21,0.0,68.11,990.51,4.57,277.35,24.49,379.64,9.04,5.42,0
2025-09-18 07:32:34.105103,16.21,20.58,12.89,0.0,82.06,984.99,2.73,306.9,39.42,227.56,12.63,6.21,0
2025-09-18 08:32:34.105103,16.71,24.7,10.81,0.0,69.12,990.87,7.97,268.7,34.12,449.55,10.54,6.71,0
2025-09-18 09:32:34.105103,17.61,22.74,11.8,0.0,83.11,980.98,11.74,317.83,6.11,636.87,14.23,7.61,0
2025-09-18 10:32:34.105103,10.72,15.97,4.91,0.0,84.27,987.2,7.69,228.11,47.35,409.81,7.57,0.72,0
2025-09-18 11:32:34.105103,16.01,19.83,9.99,0.0,76.93,987.63,7.12,357.93,47.83,332.56,11.4,6.01,0
2025-09-18 12:32:34.105103,6.29,13.26,-0.09,0.0,89.43,990.99,3.87,262.2,29.21,570.44,4.17,0.0,0
2025-09-18 13:32:34.105103,8.34,14.8,1.31,0.0,88.06,989.16,8.86,288.6,29.31,539.97,5.95,0.0,0
2025-09-18 14:32:34.105103,8.37,12.47,4.02,0.0,96.54,984.87,5.35,323.08,38.77,548.27,7.68,0.0,0
2025-09-18 15:32:34.105103,6.51,9.92,-0.61,0.0,79.79,986.13,7.23,218.53,27.34,607.62,2.47,0.0,0
2025-09-18 16:32:34.105103,3.75,10.15,-1.74,0.0,100.0,989.69,4.98,279.67,47.24,404.8,3.75,0.0,0
2025-09-18 17:32:34.105103,3.98,10.25,0.59,0.0,97.72,988.85,2.96,269.09,24.39,463.52,3.52,0.0,0
2025-09-18 18:32:34.105103,3.21,7.57,-0.09,0.0,91.16,987.35,4.29,206.33,29.4,498.65,1.44,0.0,0
2025-09-18 19:32:34.105103,3.22,10.97,-1.45,0.0,91.8,987.65,6.47,214.79,56.29,135.22,1.58,0.0,0
2025-09-18 20:32:34.105103,6.69,10.45,-0.23,0.0,100.0,991.18,3.89,264.84,35.72,186.95,6.69,0.0,0
2025-09-18 21:32:34.105103,6.66,11.82,0.12,0.0,87.28,987.54,5.03,299.87,51.07,145.6,4.12,0.0,0
2025-09-18 22:32:34.105103,5.81,13.52,-1.14,0.0,87.52,988.83,3.86,206.77,42.32,232.14,3.31,0.0,0
2025-09-18 23:32:34.105103,10.44,15.54,4.85,0.0,92.03,995.6,3.41,172.04,22.92,70.37,8.84,0.44,0
2025-09-19 00:32:34.105103,10.78,16.97,5.58,0.0,87.53,984.78,2.11,322.23,45.12,0.0,8.28,0.78,0
2025-09-19 01:32:34.105103,13.34,18.33,9.6,0.0,77.3,983.5,2.31,276.32,32.47,0.0,8.8,3.34,0
2025-09-19 02:32:34.105103,14.42,18.79,9.78,0.0,81.45,991.4,3.13,316.75,31.17,189.81,10.71,4.42,0
2025-09-19 03:32:34.105103,12.75,20.67,7.58,0.0,77.75,987.02,3.7,342.38,36.32,242.6,8.3,2.75,0
2025-09-19 04:32:34.105103,14.24,19.29,10.8,0.0,86.15,988.1,7.49,282.65,42.82,268.18,11.47,4.24,0
2025-09-19 05:32:34.105103,17.45,24.92,13.35,0.0,81.13,986.71,3.16,223.21,42.64,247.89,13.68,7.45,0
2025-09-19 06:32:34.105103,17.38,21.53,11.39,0.0,78.58,988.27,3.12,173.95,46.07,269.71,13.1,7.38,0
2025-09-19 07:32:34.105103,15.92,19.98,9.24,0.0,79.93,993.85,10.16,200.71,39.05,322.2,11.9,5.92,0
2025-09-19 08:32:34.105103,15.59,18.75,7.6,0.0,87.42,991.46,6.95,275.63,24.95,524.15,13.08,5.59,0
2025-09-19 09:32:34.105103,16.96,23.22,9.3,0.0,76.56,991.64,16.12,246.38,28.54,474.13,12.27,6.96,0
2025-09-19 10:32:34.105103,11.98,16.82,5.77,0.0,78.12,984.81,5.98,276.1,63.49,223.25,7.6,1.98,0
2025-09-19 11:32:34.105103,12.81,20.13,7.7,0.0,85.03,985.6,3.22,335.45,44.76,416.95,9.82,2.81,0
2025-09-19 12:32:34.105103,9.76,15.12,3.58,0.0,97.79,980.54,2.2,298.88,67.59,234.83,9.32,0.0,0
2025-09-19 13:32:34.105103,8.17,16.02,1.25,0.0,84.66,986.63,5.22,188.21,51.29,359.48,5.11,0.0,0
2025-09-19 14:32:34.105103,9.36,13.29,5.77,0.0,86.15,991.92,9.85,290.9,40.49,483.15,6.59,0.0,0
2025-09-19 15:32:34.105103,7.57,14.91,2.52,0.79,100.0,990.6,3.43,338.02,88.01,92.54,7.57,0.0,0
2025-09-19 16:32:34.105103,6.59,13.48,-0.61,0.0,91.84,988.39,5.71,314.95,40.55,397.45,4.96,0.0,0
2025-09-19 17:32:34.105103,6.98,13.83,2.06,0.0,86.62,988.99,3.1,347.69,20.93,510.98,4.3,0.0,0
2025-09-19 18:32:34.105103,4.21,11.43,-1.65,3.9,100.0,986.99,3.27,295.96,85.18,34.26,4.21,0.0,0
2025-09-19 19:32:34.105103,5.73,12.54,-0.21,0.0,100.0,989.67,4.01,271.84,57.11,214.16,5.73,0.0,0
2025-09-19 20:32:34.105103,4.35,10.48,0.42,0.0,96.46,991.35,7.77,218.24,37.23,258.59,3.64,0.0,0
2025-09-19 21:32:34.105103,6.57,10.23,1.76,0.0,87.63,984.21,4.67,153.65,42.93,99.56,4.09,0.0,0
2025-09-19 22:32:34.105103,6.9,10.07,2.23,0.0,83.9,989.95,5.15,320.78,45.47,162.7,3.68,0.0,0
2025-09-19 23:32:34.105103,8.8,16.41,5.67,0.0,90.08,991.85,3.63,235.96,30.95,28.04,6.82,0.0,0
2025-09-20 00:32:34.105103,11.33,17.41,8.21,0.0,90.53,987.78,4.59,268.83,35.75,4.52,9.43,1.33,0
2025-09-20 01:32:34.105103,10.05,17.04,2.89,0.89,100.0,991.12,4.63,205.36,74.82,84.51,10.05,0.05,0
2025-09-20 02:32:34.105103,17.32,22.73,12.96,0.0,76.01,997.46,5.64,208.51,24.78,202.03,12.52,7.32,0
2025-09-20 03:32:34.105103,12.37,15.95,6.78,0.0,80.5,988.71,3.74,326.21,22.38,239.36,8.47,2.37,0
2025-09-20 04:32:34.105103,12.9,16.53,8.41,0.0,77.18,990.2,4.94,268.66,24.59,283.53,8.34,2.9,0
2025-09-20 05:32:34.105103,18.25,24.68,10.54,0.0,78.8,986.81,2.17,252.27,48.6,297.72,14.01,8.25,0
2025-09-20 06:32:34.105103,17.72,22.87,13.42,0.0,79.99,989.56,2.51,238.2,25.84,453.25,13.72,7.72,0
2025-09-20 07:32:34.105103,17.18,21.18,12.03,0.0,68.5,990.4,4.58,222.96,30.51,410.09,10.88,7.18,0
2025-09-20 08:32:34.105103,16.59,22.05,9.23,0.0,85.07,989.61,2.82,238.72,32.5,427.88,13.6,6.59,0
2025-09-20 09:32:34.105103,14.35,17.68,7.15,0.0,83.34,985.96,5.67,213.2,48.46,277.33,11.02,4.35,0
2025-09-20 10:32:34.105103,11.34,17.25,7.41,0.0,91.98,989.64,4.2,202.13,54.1,362.36,9.74,1.34,0
2025-09-20 11:32:34.105103,11.84,16.19,4.83,0.0,77.53,993.41,5.03,202.19,42.4,452.69,7.35,1.84,0
2025-09-20 12:32:34.105103,8.78,15.77,3.49,3.63,97.0,990.37,6.73,303.19,86.56,164.33,8.18,0.0,0
2025-09-20 13:32:34.105103,10.53,15.09,5.12,0.0,85.45,991.91,4.09,236.47,35.42,530.2,7.62,0.53,0
2025-09-20 14:32:34.105103,6.84,12.12,3.18,0.0,94.25,988.31,2.55,185.64,30.21,606.04,5.69,0.0,0
2025-09-20 15:32:34.105103,4.24,7.3,0.84,0.0,100.0,991.27,3.21,258.09,64.44,227.99,4.24,0.0,0
2025-09-20 16:32:34.105103,4.3,7.66,-2.34,0.0,99.08,989.86,6.92,223.76,36.95,493.76,4.11,0.0,0
2025-09-20 17:32:34.105103,5.17,10.13,-0.32,1.77,100.0,986.17,8.76,282.03,91.64,26.64,5.17,0.0,0
2025-09-20 18:32:34.105103,3.01,8.41,-2.18,0.0,92.35,989.98,3.67,8.9,51.77,311.69,1.48,0.0,0
2025-09-20 19:32:34.105103,2.7,8.7,-3.95,0.0,100.0,986.05,4.52,244.4,39.45,221.96,2.7,0.0,0
2025-09-20 20:32:34.105103,5.43,9.89,-1.4,0.0,89.03,987.12,2.43,294.92,49.9,212.17,3.23,0.0,0
2025-09-20 21:32:34.105103,6.38,12.86,2.59,0.0,100.0,989.59,5.48,240.65,52.64,45.75,6.38,0.0,0
2025-09-20 22:32:34.105103,6.12,13.42,0.07,0.0,91.39,989.91,6.53,278.95,57.98,73.65,4.4,0.0,0
2025-09-20 23:32:34.105103,7.64,14.54,3.96,0.99,100.0,985.45,3.97,286.59,80.31,42.58,7.64,0.0,0
2025-09-21 00:32:34.105103,10.58,13.77,3.82,0.0,89.53,992.15,6.27,241.9,26.91,0.0,8.48,0.58,0
2025-09-21 01:32:34.105103,8.77,14.17,2.48,0.0,88.16,990.71,6.84,303.19,34.03,16.37,6.4,0.0,0
2025-09-21 02:32:34.105103,10.3,13.82,2.51,0.0,83.96,986.88,3.86,321.02,39.07,168.47,7.09,0.3,0
2025-09-21 03:32:34.105103,12.92,17.13,9.57,0.0,80.92,984.38,2.82,277.72,36.04,190.63,9.1,2.92,0
2025-09-21 04:32:34.105103,14.88,22.81,11.6,0.0,81.82,988.56,5.18,304.67,31.98,247.62,11.25,4.88,0
2025-09-21 05:32:34.105103,16.53,20.24,12.12,0.0,77.59,987.65,4.55,292.52,14.7,417.5,12.05,6.53,0
2025-09-21 06:32:34.105103,19.06,24.56,14.75,0.0,70.44,989.33,3.79,280.13,34.92,499.96,13.15,9.06,0
2025-09-21 07:32:34.105103,17.62,23.71,13.39,0.0,74.74,987.9,3.32,253.65,52.09,361.74,12.57,7.62,0
2025-09-21 08:32:34.105103,14.99,21.5,7.46,0.0,79.91,982.97,6.69,279.5,39.6,476.61,10.97,4.99,0
2025-09-21 09:32:34.105103,14.32,20.12,10.07,0.0,69.88,987.83,8.88,276.92,36.03,494.57,8.29,4.32,0
2025-09-21 10:32:34.105103,11.11,14.16,6.75,0.0,87.63,988.07,4.71,316.08,44.54,436.89,8.63,1.11,0
2025-09-21 11:32:34.105103,11.63,16.26,4.83,0.0,79.66,990.89,2.46,221.66,38.8,365.61,7.56,1.63,0
2025-09-21 12:32:34.105103,9.54,15.12,4.29,0.0,81.93,986.9,5.0,233.97,45.28,403.79,5.92,0.0,0
2025-09-21 13:32:34.105103,9.2,12.64,2.32,0.0,79.76,994.03,4.71,294.99,38.83,461.13,5.16,0.0,0
2025-09-21 14:32:34.105103,5.46,10.21,2.13,0.0,84.84,983.26,3.81,206.09,34.3,413.98,2.43,0.0,0
2025-09-21 15:32:34.105103,6.91,10.07,1.47,0.0,84.86,992.92,3.37,250.93,29.47,463.42,3.88,0.0,0
2025-09-21 16:32:34.105103,7.98,11.37,4.81,0.0,86.48,988.32,4.49,188.77,35.75,346.09,5.28,0.0,0
2025-09-21 17:32:34.105103,4.1,9.08,0.79,0.0,100.0,991.57,5.96,203.4,48.14,327.22,4.1,0.0,0
2025-09-21 18:32:34.105103,4.92,8.58,-2.62,0.0,92.0,989.23,4.04,242.28,37.84,392.58,3.32,0.0,0
2025-09-21 19:32:34.105103,5.7,11.53,2.0,0.0,94.34,992.41,3.69,187.39,45.31,321.66,4.57,0.0,0
2025-09-21 20:32:34.105103,4.11,10.56,-1.55,0.0,97.83,987.83,4.35,218.55,48.31,227.51,3.68,0.0,0
2025-09-21 21:32:34.105103,6.32,13.32,1.26,0.0,93.18,985.69,5.2,281.57,49.92,105.15,4.95,0.0,0
2025-09-21 22:32:34.105103,7.14,11.14,2.4,0.0,90.91,993.25,4.8,291.08,53.28,0.13,5.32,0.0,0
2025-09-21 23:32:34.105103,8.75,12.59,1.26,0.0,82.89,988.65,4.66,232.23,37.23,0.0,5.33,0.0,0
2025-09-22 00:32:34.105103,8.54,12.07,5.44,0.0,96.44,989.63,3.45,205.03,30.14,0.0,7.83,0.0,0
2025-09-22 01:32:34.105103,11.69,17.87,5.37,0.0,93.5,992.67,6.17,281.07,38.3,19.99,10.39,1.69,0
2025-09-22 02:32:34.105103,14.09,20.62,6.27,0.0,72.46,985.87,7.62,228.73,31.67,133.5,8.58,4.09,0
2025-09-22 03:32:34.105103,17.24,20.39,11.43,0.0,71.03,990.75,4.6,253.08,12.16,218.22,11.44,7.24,0
2025-09-22 04:32:34.105103,17.21,24.89,9.52,0.0,74.79,987.19,6.44,248.31,46.28,231.82,12.16,7.21,0
2025-09-22 05:32:34.105103,20.19,23.45,16.93,0.0,66.89,988.57,5.04,315.91,29.87,329.94,13.57,10.19,1
2025-09-22 06:32:34.105103,14.56,20.26,9.46,0.0,82.7,989.18,3.06,288.08,40.16,339.02,11.1,4.56,0
2025-09-22 07:32:34.105103,17.63,24.18,13.33,0.0,71.91,984.46,6.0,295.41,44.61,408.55,12.01,7.63,0
2025-09-22 08:32:34.105103,15.65,23.01,9.0,0.0,89.35,986.63,4.51,298.51,33.37,402.61,13.52,5.65,0
2025-09-22 09:32:34.105103,18.71,25.28,10.81,0.0,79.88,993.02,6.28,260.54,40.68,459.36,14.69,8.71,0
2025-09-22 10:32:34.105103,11.47,18.48,7.19,0.0,85.85,991.62,8.89,278.04,36.83,487.46,8.64,1.47,0
2025-09-22 11:32:34.105103,9.96,14.66,3.69,0.0,92.19,988.78,3.96,291.46,39.25,465.14,8.4,0.0,0
2025-09-22 12:32:34.105103,8.89,15.97,4.9,0.0,94.19,989.69,3.12,223.47,34.37,569.27,7.73,0.0,0
2025-09-22 13:32:34.105103,4.29,7.69,-1.54,0.0,92.75,988.08,3.47,270.48,58.03,376.85,2.84,0.0,0
2025-09-22 14:32:34.105103,6.04,13.51,0.72,0.0,88.86,993.03,5.91,319.3,35.68,449.74,3.81,0.0,0
2025-09-22 15:32:34.105103,4.33,10.07,-3.53,0.0,95.9,988.36,5.86,254.52,49.94,360.87,3.51,0.0,0
2025-09-22 16:32:34.105103,5.2,12.28,-0.85,0.0,98.52,989.66,6.06,197.24,25.51,530.16,4.9,0.0,0
2025-09-22 17:32:34.105103,4.98,10.24,0.23,0.0,95.23,992.4,3.94,172.34,54.41,275.68,4.02,0.0,0
2025-09-22 18:32:34.105103,7.84,14.06,4.27,0.0,82.35,986.63,4.81,249.15,46.7,330.78,4.31,0.0,0
2025-09-22 19:32:34.105103,6.2,11.83,2.44,0.0,88.69,993.64,4.61,284.19,40.32,304.7,3.93,0.0,0
2025-09-22 20:32:34.105103,3.74,10.4,-0.39,0.0,96.02,984.37,8.46,293.91,40.74,328.67,2.94,0.0,0
2025-09-22 21:32:34.105103,4.05,7.46,-0.2,0.0,95.55,993.85,3.77,217.87,46.77,86.44,3.16,0.0,0
2025-09-22 22:32:34.105103,8.07,11.38,0.82,0.65,100.0,987.85,3.6,328.99,100.0,0.0,8.07,0.0,0
2025-09-22 23:32:34.105103,5.9,10.13,0.09,0.0,86.22,988.24,3.8,285.62,20.48,37.61,3.14,0.0,0
2025-09-23 00:32:34.105103,13.73,17.53,8.12,0.0,83.93,983.27,7.19,282.61,44.78,30.21,10.52,3.73,0
2025-09-23 01:32:34.105103,13.98,21.34,10.41,0.0,88.47,987.57,6.41,299.91,30.12,0.0,11.68,3.98,0
2025-09-23 02:32:34.105103,12.13,16.23,4.83,0.0,95.16,985.82,2.87,303.82,42.38,136.62,11.16,2.13,0
2025-09-23 03:32:34.105103,10.89,18.77,4.27,0.0,83.65,987.12,2.83,236.1,34.34,169.5,7.62,0.89,0
2025-09-23 04:32:34.105103,17.97,22.66,14.64,0.0,77.49,988.53,5.43,290.28,29.46,245.44,13.47,7.97,0
2025-09-23 05:32:34.105103,15.64,19.55,9.1,0.0,81.39,991.81,4.45,350.73,35.59,241.35,11.92,5.64,0
2025-09-23 06:32:34.105103,18.55,25.5,12.83,0.0,75.16,989.56,2.44,220.59,21.24,422.3,13.58,8.55,0
2025-09-23 07:32:34.105103,12.68,18.97,9.27,0.0,82.49,989.86,2.88,158.41,46.54,393.55,9.18,2.68,0
2025-09-23 08:32:34.105103,14.07,19.56,8.78,0.0,83.08,985.65,4.54,273.01,18.6,562.72,10.68,4.07,0
2025-09-23 09:32:34.105103,14.32,20.1,8.9,0.0,67.85,986.3,13.44,262.52,34.32,516.8,7.89,4.32,0
2025-09-23 10:32:34.105103,13.17,19.76,9.34,0.0,85.66,994.34,6.01,235.11,34.57,588.87,10.3,3.17,0
2025-09-23 11:32:34.105103,10.72,14.87,3.0,0.0,86.55,986.73,3.18,257.6,26.56,595.66,8.03,0.72,0
2025-09-23 12:32:34.105103,11.32,19.3,4.07,0.0,83.91,993.91,8.35,225.97,38.98,460.22,8.1,1.32,0
2025-09-23 13:32:34.105103,6.38,14.26,0.04,0.0,100.0,988.21,3.06,358.87,29.43,583.09,6.38,0.0,0
2025-09-23 14:32:34.105103,6.79,13.04,1.47,0.0,88.45,988.95,3.6,306.29,39.62,439.37,4.48,0.0,0
2025-09-23 15:32:34.105103,6.07,10.07,1.01,0.0,90.88,992.15,8.22,257.18,26.21,520.15,4.25,0.0,0
2025-09-23 16:32:34.105103,5.9,12.3,-0.35,0.0,100.0,992.75,3.05,267.86,49.61,273.1,5.9,0.0,0
2025-09-23 17:32:34.105103,5.7,9.06,-0.03,0.0,89.29,988.61,8.9,358.03,30.4,488.04,3.56,0.0,0
2025-09-23 18:32:34.105103,1.82,4.98,-1.49,0.0,96.52,987.77,2.31,233.54,38.75,327.19,1.13,0.0,0
2025-09-23 19:32:34.105103,1.21,5.5,-4.36,0.0,99.45,988.77,5.53,256.1,47.67,263.97,1.1,0.0,0
2025-09-23 20:32:34.105103,7.43,12.74,0.4,0.0,95.06,989.95,4.99,238.82,34.8,208.99,6.44,0.0,0
2025-09-23 21:32:34.105103,6.49,13.83,1.2,0.0,93.3,991.61,6.98,301.45,41.07,202.21,5.15,0.0,0
2025-09-23 22:32:34.105103,5.57,12.21,2.31,0.0,87.18,988.95,4.89,312.57,23.45,120.4,3.01,0.0,0
2025-09-23 23:32:34.105103,11.62,18.33,4.69,0.0,81.91,990.8,5.05,322.34,42.26,53.2,8.0,1.62,0
2025-09-24 00:32:34.105103,10.29,15.41,6.28,0.0,83.54,993.83,3.5,295.8,54.42,43.89,6.99,0.29,0
